Feature,real,fake,MeanDecreaseAccuracy,MeanDecreaseGini
top,-0.00253039369087081,7.787441781134741,6.047102617563219,4.6482572883716315
car,-1.0833903644436365,7.7187808322025395,6.038199525470351,4.292141111273807
viewer,3.1459303584719382,6.331070248614951,6.030257372643684,7.135010965846111
visit,1.5033665200929816,6.233516947734241,6.027982708773577,3.9387218409883937
feud,7.317576460922884,-0.4929922236396313,6.018935102907577,3.6967830592313056
later,4.603438961420676,4.630255451783885,6.008154230459568,5.237236752407209
three,1.5116816800486526,6.2660646886406814,6.0034104925966965,5.3729775215235795
host,-0.13925746677030598,6.785712688546602,6.001934058641073,5.6888177641728195
now,3.7623368126550703,3.77238478177074,5.986979062215937,8.473625025480942
natur,1.6014126354826983,7.150336087961381,5.9583315678407764,4.120102392744006
hospit,3.260744193925226,5.464466115932299,5.9203738292198915,3.0192283964114046
los,3.8678113594109886,4.530334782813712,5.912525782844874,4.8171740208572205
pleas,1.553903706931089,6.058955979774556,5.9072438714566005,4.492107723081239
play,3.1872392088519415,5.414417047611304,5.902168299375573,10.718957749980872
polit,7.119308515399018,-0.904890558670566,5.892997426472467,3.3351566448980985
soon,8.161811274978891,-3.0079900429880984,5.8740807619724835,4.399141452077867
refer,1.290081521375532,6.863594757697482,5.873058753220016,3.281053680937759
god,1.884703962951663,5.671487213131222,5.871792272159155,2.5427926291066676
william,5.044932400832139,2.7918295292070914,5.871740967289487,4.109899735674565
princ,4.736986583513495,2.9389456284094835,5.870043001198088,4.882927710787965
seen,7.414500501665072,-2.978051304290532,5.853777807099376,6.232430585312869
call,4.234921779095661,3.116852736848341,5.839813863722926,6.759755817533882
khloe,5.289992681003202,2.6846140778844485,5.819106910797229,3.839268904179456
group,2.8755015150118366,5.256323123570022,5.8088582223232885,4.052043340810256
go,2.1857595900300004,4.546747223595,5.782755717904225,8.322642591254997
worri,7.38245999217876,-1.7550491737011853,5.775029714149447,2.8421512859910787
televis,-0.29849812064640424,7.291226910087706,5.773812151345599,4.88665371533616
voic,2.059144928292791,5.254658312392627,5.772598578997446,4.7914626328204974
feel,3.9461301495505903,3.1701232970518154,5.764917286876021,6.196176549887689
allow,0.7219830051319783,7.419841835168886,5.751698296200764,4.42104457216187
holm,6.266188111741213,2.4977263593659673,5.7452906593601,3.085101229044932
die,6.036303056850895,2.8593302354366386,5.736224774880859,4.048588384869609
march,1.8670531981122716,5.686974422261634,5.722477433671644,3.719682565081594
run,6.184058082384583,-0.01031049318526852,5.716794276100597,3.726984798738743
pose,2.3538878734513142,5.411033692596221,5.71138300996017,2.629185666726245
kelli,-0.08886449819747459,7.030144789941414,5.655341923907159,3.892616427951179
uniqu,3.174895023058505,5.048355221412343,5.652457629973822,3.198437657144386
execut,2.1032645479526795,5.8730239632030035,5.65023035335625,3.3435074606215984
michael,0.14391119753125797,6.994342627580622,5.64433828126643,3.4172156233819555
end,3.923849540570994,2.4308624252712057,5.643579350919773,5.460130002716858
i.v,0.9858854835917,6.205207526291302,5.617498282108582,3.3679312992110675
brought,0.834610651120987,5.94518944284082,5.6117926582911855,2.914479492869933
smile,1.279612816698927,5.510012088139654,5.593842425890184,2.752801365070249
person,3.2815473541403004,3.6481796490561234,5.5846308812498275,7.580901614513632
duchess,4.953390138714548,2.310842176044403,5.553224109081519,3.1544957194251584
follow,0.37781499644533656,7.164899892382863,5.52766436659894,10.36970070486222
de,2.424365403794055,5.313719078327506,5.51707022151615,2.316516514900223
kid,7.775605443434301,-1.315285320941226,5.510771687964693,5.090435860575957
ask,2.5510019646899704,5.136832149860341,5.506384137412455,6.203252697384127
women,2.0282921607012274,5.30640175248488,5.46447727696098,6.147278492324673
tell,7.511296126570219,-1.5735694794942912,5.461864596545971,6.959769283604534
year,-0.8775338402087873,7.161679509930055,5.458985301594405,12.502187779168734
sure,7.475076761208421,-3.3977648434244943,5.458818728010513,5.3813351556371956
respons,2.874892180186219,4.588807141057146,5.457940217608364,3.8705285721413487
abl,7.714642290842683,-1.1035734692481516,5.456401196647837,3.7963119506410377
hand,2.720499704015324,4.1469880551155205,5.446575901758311,3.776225051350747
anticip,2.4148653411479435,6.252651542687069,5.431865735214434,4.44066948754286
articl,4.802582921646701,3.825847695839341,5.426055432607398,4.236398842001731
noth,7.492791187614875,-2.6341994997436204,5.421383814015713,3.851918934824429
west,4.955821496275187,1.9384905332800468,5.413437706062372,5.311023638667637
royal,4.701658703114795,2.019609544949444,5.413045213103215,4.760829910646775
