Model,Accuracy,Precision,Recall,F1,Specificity,Balanced Accuracy
"Naive Bayes (Gaussian, TF-IDF)",0.6566523605150214,0.6045845272206304,0.9055793991416309,0.725085910652921,0.40772532188841204,0.6566523605150214
